Vehicle Type,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
Livery,8137,ACTIVE,LINCOLN,NAVIGATOR,2021,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,3530 W. PETERSON AVE.,CHICAGO,IL,60659,,,8137Livery
Taxi,2613,ACTIVE,TOYOTA,CAMRY,2017,WHITE,Hybrid,N,ADEBIDAYEKUN INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,2613Taxi
Taxi,3168,VIOLATION,TOYOTA,PRIUS,2014,BLUE,Hybrid,N,FLATIRON TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,3168Taxi
Taxi,458,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,GURU CAB CO,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,458Taxi
Medicar,6707,INACTIVE,CHRYSLER,TOWN AND COUNTRY,2007,WHITE,Gasoline,N,CITY WEST TRANSPORTATION  INC,50 N. MENARD AVE.,CHICAGO,IL,60644,,,6707Medicar
Taxi,2762,SURRENDER,TOYOTA,PRIUS,2013,WHITE/BLUE/STRIPES,Hybrid,N,RAV TAXI INC,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",2762Taxi
Taxi,1593,VIOLATION,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,LOCUST TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Star North Management LLC,1593Taxi
Taxi,1675,SURRENDER,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CIVIC CHICAGO INC.,5200 N. OTTO AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,1675Taxi
Taxi,3624,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,SLOMI CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,DIS-AFFILIATED,Owner Manager,3624Taxi
Charter Sightseeing,10715,INACTIVE,FREIGHTLINER,GLAVAL LEGACY,2015,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,120 W. MADISON ST.,CHICAGO,IL,60602,,,10715Charter Sightseeing
Ambulance,726803,RESERVED,FORD,E350,2010,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467,,,726803Ambulance
Taxi,2884,SURRENDER,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,SKY TAXI INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",2884Taxi
Taxi,3169,VIOLATION,NISSAN,ALTIMA,2011,BLUE,Hybrid,N,FLATIRON TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,3169Taxi
Taxi,3324,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,N,AKAL CAB COMPANY,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",3324Taxi
Livery,7839,ACTIVE,LINCOLN,AVIATOR,2022,BLACK,Gasoline,N,SOUTHWEST CHIEF LTD,115 N. PROSPECT AVE.,ITASCA,IL,60143,,,7839Livery
Taxi,4266,ACTIVE,TOYOTA,CAMRY,2022,YELLOW,Hybrid,N,JEVEMESTH INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,4266Taxi
Taxi,1521,ACTIVE,TOYOTA,RAV4,2019,GRAY/WHITE,Hybrid,N,SOLI CORP,6550 N. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Owner-Operator,1521Taxi
Taxi,2204,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,CHILDREN CAB CO.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,2204Taxi
Livery,8220,ACTIVE,GMC,YUKON XL,2021,BLACK,Gasoline,N,AWANDIA TRANSPORTATION INC,5054 N. DELPHIA AVE.,CHICAGO,IL,60656,,,8220Livery
Livery,70475,ACTIVE,CADILLAC,XTS,2018,BLACK,Gasoline,N,"TEAM SERVICES, INC.",5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,70475Livery
Taxi,3368,VIOLATION,DODGE,GRAND CARAVAN,2016,WHITE,Flex Fuel,Y,JOSEPH AJERE INCORPORATED,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner-Operator,3368Taxi
Taxi,2313,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,SHAHI INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,2313Taxi
Ambulance,5297,RESERVED,FORD,E350,2008,WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,5297Ambulance
Livery,8702,ACTIVE,CHEVROLET,SUBURBAN,2017,BLACK,Gasoline,N,LUSION TRANS INC.,7335 S. VERNON AVE.,CHICAGO,IL,60619,,,8702Livery
Taxi,260,VIOLATION,VPG,MV-1,2012,WHITE,Compressed Natural Gas,Y,GERI'S CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,260Taxi
Taxi,4002,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,"LINCOLNSHIRE SERVICE II, CORP.",3801 N. ELSTON AVE.,CHICAGO,IL,60618,EXPIRED AFFILIATION,Owner Manager,4002Taxi
Livery,8093,ACTIVE,LINCOLN,NAVIGATOR,2022,BLACK,Gasoline,N,DRAGAN DJUKIC,4904 N. PAULINA ST.,CHICAGO,IL,60640,,,8093Livery
Taxi,2930,SURRENDER,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,ACCURATE TAXI INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",2930Taxi
Taxi,1329,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,N,IMRAN & ANWER CORPORATION,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",1329Taxi
Medicar,7100,INACTIVE,FORD,E150,,WHITE,Gasoline,N,"SPECIALTY NEEDS TRANSPORTATION, INC.",8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,7100Medicar
Livery,9981,ACTIVE,FORD,EXPEDITION,2023,BLACK,Gasoline,N,D M LIMO INC.,380 E. 71ST ST.,CHICAGO,IL,60619,,,9981Livery
Taxi,1115,VIOLATION,FORD,C-MAX,2013,WHITE,Hybrid,N,LETTUCE TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,1115Taxi
Taxi,5817,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,GODOT CAB INC.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner-Operator,5817Taxi
Taxi,6502,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,"CHICAGO POLO XVII, INC",2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,6502Taxi
Ambulance,895577,INACTIVE,FORD,E350,2017,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,5650 W. HOWARD ST.,SKOKIE,IL,60077,,,895577Ambulance
Taxi,3123,VIOLATION,FORD,ESCAPE,2010,WHITE,Hybrid,N,RAY CAB COMPANY,8001 S. DR MARTIN LUTHER KING JR DR.,CHICAGO,IL,60619,EXPIRED AFFILIATION,Owner Manager,3123Taxi
Medicar,9538,ACTIVE,CHRYSLER,VOYAGER,2022,SILVER,Gasoline,N,NOBACK MEDICAB TRANS INC.,820 W. BELLE PLAINE AVE.,CHICAGO,IL,60613,,,9538Medicar
Charter Sightseeing,24363,ACTIVE,FREIGHTLINER,TROLLEY,2006,RED/GREEN,Gasoline,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630,,,24363Charter Sightseeing
Taxi,4642,VIOLATION,TOYOTA,CAMRY,2017,WHITE,Gasoline,N,OLGA VARELA-CHAIDEZ,5627 S. HOMAN AVE.,CHICAGO,IL,60629,DIS-AFFILIATED,Owner Manager,4642Taxi
Taxi,658,ACTIVE,HYUNDAI,ELANTRA,2018,WHITE,Gasoline,N,ZEUS CAB CORP.,3452 N. ELSTON AVE.,CHICAGO,IL,60618,Top Cab Association,Top Cab Corp.,658Taxi
Charter Sightseeing,24604,ACTIVE,FREIGHTLINER,TROLLEY,2006,RED/GREEN,Gasoline,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630,,,24604Charter Sightseeing
Taxi,2215,ACTIVE,TOYOTA,CAMRY,2015,BLUE/WHITE,Hybrid,N,POTRERO INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner Manager,2215Taxi
Taxi,5507,SURRENDER,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,BISMILLAH I INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner-Operator,5507Taxi
Taxi,5471,ACTIVE,TOYOTA,PRIUS,2016,WHITE,Hybrid,N,A. N. CAB CO. INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,5471Taxi
Taxi,2119,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,SETARE 2 INC,2945 W. PETERSON AVE.,CHICAGO,IL,60659,Top Cab Association,Top Cab Corp.,2119Taxi
Charter Sightseeing,24605,ACTIVE,FREIGHTLINER,TROLLEY,2006,RED/GREEN,Gasoline,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630,,,24605Charter Sightseeing
Taxi,3027,ACTIVE,TOYOTA,SIENNA,2022,GRAY,Hybrid,Y,"HUSON TRANS, INC",5765 N. LINCOLN AVE.,CHICAGO,IL,60659,Independent1,Owner-Operator,3027Taxi
Ambulance,5524,INACTIVE,FORD,E350,2014,WHITE,Gasoline,N,AMBULANCE TRANSPORTATION INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,5524Ambulance
Charter Sightseeing,24606,ACTIVE,FREIGHTLINER,TROLLEY,2006,RED/GREEN,Gasoline,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630,,,24606Charter Sightseeing
Ambulance,5623,INACTIVE,FORD,E350,2006,WHITE/SILVER,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,5623Ambulance
Taxi,15,SURRENDER,TOYOTA,HIGHLANDER,2021,WHITE,Gasoline,N,KING 12 INC,5816 N. SHERIDAN RD.,CHICAGO,IL,60660,DIS-AFFILIATED,Owner-Operator,15Taxi
Taxi,4610,SURRENDER,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,JNR III INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,4610Taxi
Livery,9170,ACTIVE,LINCOLN,CONTINENTAL,2018,BLACK,Gasoline,N,"H & S LIMO SERVICES, INC.",3019 W. BELMONT AVE.,CHICAGO,IL,60618,,,9170Livery
Taxi,1141,ACTIVE,TOYOTA,SIENNA,2020,YELLOW,Gasoline,N,LAKESIDE 822 INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,1141Taxi
Taxi,5107,SURRENDER,TOYOTA,PRIUS,2014,WHITE/RED,Hybrid,N,ILIRIA TAXI INC,5549 S. MCVICKER AVE.,CHICAGO,IL,60638,Independent2,Owner-Operator,5107Taxi
Livery,9966,ACTIVE,LINCOLN,MKT,2019,BLACK,Gasoline,N,LUCKY LIVERY INC,5905 S. KEDZIE AVE.,CHICAGO,IL,60629,,,9966Livery
Charter Sightseeing,14357,INACTIVE,CHAMPION,TROLLEY,2000,MAROON,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630,,,14357Charter Sightseeing
Taxi,4497,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,AKKO CORP.,2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner Manager,4497Taxi
Taxi,2978,SURRENDER,NISSAN,ALTIMA,2010,BLUE,Hybrid,N,SIX GEMS LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,2978Taxi
Taxi,1511,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,GEM AND R CAB CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,1511Taxi
Taxi,3647,SURRENDER,TOYOTA,CAMRY,2012,BLUE/WHITE,Hybrid,N,J J CHICAGO INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",3647Taxi
Charter Sightseeing,13926,INACTIVE,MERCEDES,SPRINTER,2015,BLACK,Gasoline,N,M & M LIMOUSINE SERVICE INC,200 E. RANDOLPH ST.,CHICAGO,IL,60601,,,13926Charter Sightseeing
Taxi,4791,VIOLATION,TOYOTA,PRIUS,2013,GREEN,Hybrid,N,"CHRISTIAN TRANS, INC.",6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",4791Taxi
Taxi,207,ACTIVE,TOYOTA,CAMRY,2018,YELLOW,Hybrid,N,TOUBA INC,7313 S. ST LAWRENCE AVE.,CHICAGO,IL,60619,Yellow Cab Association,Owner-Operator,207Taxi
Charter Sightseeing,14846,INACTIVE,FORD,E450,2017,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,120 W. MADISON ST.,CHICAGO,IL,60602,,,14846Charter Sightseeing
Livery,70113,ACTIVE,LINCOLN,CORSAIR,2023,BLACK,Gasoline,N,BOZKAN LLC,901 W. ARGYLE ST.,CHICAGO,IL,60640,,,70113Livery
Taxi,1470,VIOLATION,TOYOTA,CAMRY,2013,GRAY/WHITE,Hybrid,N,OSMAN A. IBRAHIM,7411 N. CALIFORNIA AVE.,CHICAGO,IL,60645,Choice Taxi Association Inc,Owner-Operator,1470Taxi
Taxi,2753,VIOLATION,DODGE,CARAVAN,2011,WHITE,Gasoline,Y,WEST END TAXI CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,2753Taxi
Livery,70313,ACTIVE,LINCOLN,NAVIGATOR,2023,BLACK,Gasoline,N,AAA AWAN LLC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,70313Livery
Medicar,7404,ACTIVE,DODGE,GRAND CARAVAN,2013,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,7404Medicar
Taxi,3171,VIOLATION,TOYOTA,PRIUS,2014,BLUE,Hybrid,N,BROOME TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,3171Taxi
Livery,8815,ACTIVE,LINCOLN,NAVIGATOR L,2021,BLACK,Gasoline,N,EMPIRECHICAGO LLC,8770 W. BRYN MAWR AVE.,CHICAGO,IL,60631,,,8815Livery
Livery,8793,RESERVED,CHEVROLET,SUBURBAN,2021,BLACK,Gasoline,N,MSRA CORPORATION,1765 W. TOUHY AVE.,CHICAGO,IL,60626,,,8793Livery
Taxi,3746,ACTIVE,TOYOTA,PRIUS,2012,SILVER,Hybrid,N,BAFSH INC,4848 N. WINTHROP AVE.,CHICAGO,IL,60640,Independent1,Owner-Operator,3746Taxi
Livery,7560,ACTIVE,TESLA,Y,2023,BLACK,Electric,N,CLEARPATH MOBILITY LLC,5485 S. ELLIS AVE.,CHICAGO,IL,60615,,,7560Livery
Taxi,6157,ACTIVE,TOYOTA,CAMRY,2024,BLUE,Hybrid,N,ADE TAXI CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,INDEPENDENT4,Owner Manager,6157Taxi
Taxi,426,VIOLATION,FORD,C-MAX,2013,WHITE,Hybrid,N,KING GENE TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,426Taxi
Charter Sightseeing,12240,INACTIVE,GMC,C5500,2006,BLACK,Gasoline,N,CHICAGO 5 STAR LIMO SERVICE INC,5353 W. BYRON ST.,CHICAGO,IL,60641,,,12240Charter Sightseeing
Livery,9055,ACTIVE,LINCOLN,AVIATOR,2023,BLACK,Gasoline,N,CIORTEA INC,3755 N. ST LOUIS AVE.,CHICAGO,IL,60618,,,9055Livery
Taxi,6009,ACTIVE,TOYOTA,CAMRY,2015,BLUE/WHITE,Hybrid,N,JAMEYS INC.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",6009Taxi
Livery,7108,ACTIVE,LINCOLN,NAVIGATOR L,2023,BLACK,Gasoline,N,"DKJ ELITE CAR SERVICE, LLC",5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7108Livery
Taxi,4780,VIOLATION,TOYOTA,PRIUS,2014,GREEN,Hybrid,N,NECT 7 INC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",4780Taxi
Taxi,878,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,SLOMI CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,DIS-AFFILIATED,Owner Manager,878Taxi
Taxi,5983,VIOLATION,TOYOTA,RAV4,2016,WHITE,Hybrid,N,FAITH EXPRESS INC,4542 N. BROADWAY,CHICAGO,IL,60640,DIS-AFFILIATED,Owner-Operator,5983Taxi
Taxi,6087,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,YCD CORPORATION,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,6087Taxi
Taxi,2172,SURRENDER,TOYOTA,CAMRY,2016,WHITE,Hybrid,N,"BEST TAXI IN TOWN CORP,",3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,2172Taxi
Charter Sightseeing,13181,RESERVED,TURTLE TOP,TERRA,2012,WHITE,Gasoline,N,"SEE IT ALL SIGHTSEEING , LLC",4044 N. PAULINA ST.,CHICAGO,IL,60613,,,13181Charter Sightseeing
Livery,9018,ACTIVE,FORD,EXPEDITION,2022,BLACK,Gasoline,N,AMERICAN EAGLE LEASING LLC,6127 N. TALMAN AVE.,CHICAGO,IL,60659,,,9018Livery
Taxi,3385,SURRENDER,TOYOTA,RAV4,2024,WHITE,Hybrid,N,AZIZ 2005 INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,3385Taxi
Livery,7269,ACTIVE,LINCOLN,AVIATOR,2022,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,3530 W. PETERSON AVE.,CHICAGO,IL,60659,,,7269Livery
Medicar,13396,INACTIVE,TOYOTA,SIENNA,2011,GRAY,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,13396Medicar
Taxi,276,VIOLATION,TOYOTA,PRIUS,2011,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,276Taxi
Taxi,5206,VIOLATION,HYUNDAI,ELANTRA,2018,WHITE,Gasoline,N,ATHINA CAB CORP.,2945 W. PETERSON AVE.,CHICAGO,IL,60659,Top Cab Association,Top Cab Corp.,5206Taxi
Livery,7783,ACTIVE,FORD,EXPEDITION PLATINUM,2022,BLACK,Gasoline,N,786 LIMOUSINE SERVICE INC.,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7783Livery
Livery,8653,ACTIVE,LINCOLN,NAVIGATOR L,2021,BLACK,Gasoline,N,LIMO CORP OF CHICAGO INC,6166 W. HIGGINS AVE.,CHICAGO,IL,60630,,,8653Livery
Pedicab,88,ACTIVE,VIP,VIP,2021,WHITE,Pedal,N,DANIEL KERRIGAN,1015 N. HALSTED ST.,CHICAGO,IL,60642,,,88Pedicab
Taxi,4801,ACTIVE,TOYOTA,SIENNA,2018,BLUE/WHITE,Gasoline,Y,TEEMU CORPORATION,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",4801Taxi
Taxi,3182,VIOLATION,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,DEKA THREE CAB CORP.,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,3182Taxi
Livery,7706,ACTIVE,FORD,EXPEDITION,2019,BLACK,Gasoline,N,EASY RIDE CHICAGO INC.,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7706Livery
Taxi,7,ACTIVE,TOYOTA,CAMRY,2020,YELLOW,Hybrid,N,SAFI TAXI III INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner Manager,7Taxi
Taxi,3108,VIOLATION,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,BEE CAB COMPANY,4020 W. GLENLAKE AVE.,CHICAGO,IL,60607,DIS-AFFILIATED,Owner Manager,3108Taxi
Taxi,2175,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,N.S.O CAB INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,2175Taxi
Taxi,663,ACTIVE,TOYOTA,RAV4,2020,YELLOW,Gasoline,N,EHIME HOLDINGS INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,663Taxi
Medicar,7499,INACTIVE,CHRYSLER,TOWN AND COUNTRY,2006,BLUE,Gasoline,N,BUZY AS A BEAVER TRANSPORTATION INC,6730 S. LANGLEY AVE.,CHICAGO,IL,60637,,,7499Medicar
Medicar,7006,INACTIVE,FORD,E350,2005,,Gasoline,N,D AND R TRANSPORTATION INC,1965  GLENWOOD DYER RD.,LYNWOOD,IL,60411,,,7006Medicar
Taxi,935,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO MEDALLION SIX LLC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Chicago Taxicab Management Inc.,935Taxi
Taxi,2582,ACTIVE,TOYOTA,COROLLA,2020,WHITE,Gasoline,N,CALAFWEY LLC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,2582Taxi
Taxi,4197,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,ROYAL STAR CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,4197Taxi
Livery,70723,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,70723Livery
Taxi,5553,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,BROWN EYES CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,5553Taxi
Taxi,4247,SURRENDER,TOYOTA,SIENNA,2018,WHITE,Gasoline,Y,MADITTO INC.,2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner-Operator,4247Taxi
Ambulance,5138,INACTIVE,,,,,Gasoline,N,"ATI VANDENBERG AMBULANCE, INC.",8400 W. 183RD ST.,TINLEY PARK,IL,60477,,,5138Ambulance
Taxi,1702,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,SARA ELIAS INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,1702Taxi
Charter Sightseeing,23038,ACTIVE,FREIGHTLINER,TROLLEY,2012,RED/GREEN,Gasoline,N,EMPIRE LIMOUSINE INC,5320 W. LAWRENCE AVE.,CHICAGO,IL,60630,,,23038Charter Sightseeing
Taxi,281,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,281Taxi
Livery,9708,VIOLATION,GMC,YUKON,2018,BLACK,Gasoline,N,W & M LIVERY SERVICE INC.,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,9708Livery
Taxi,2585,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,CHICAGO EXPRESS INC.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner-Operator,2585Taxi
Charter Sightseeing,11464,INACTIVE,IC,STARCRAFT,2014,WHITE,Gasoline,N,"ARIES CHARTER TRANSPORTATION, INC.",4525 W. GRENSHAW ST.,CHICAGO,IL,60624,,,11464Charter Sightseeing
Livery,8342,ACTIVE,LINCOLN,AVIATOR,2022,BLACK,Gasoline,N,ALL AMERICAN LIMOUSINE INC,9536 W. FOSTER AVE.,CHICAGO,IL,60656,,,8342Livery
Ambulance,896315,RESERVED,FORD,CARRYALL,2010,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467,,,896315Ambulance
Taxi,4152,ACTIVE,TOYOTA,PRIUS,2014,BLUE,Hybrid,N,LEIPZIG TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,4152Taxi
Taxi,2961,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,GREY GOOSE CAB CO.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,2961Taxi
Taxi,5089,VIOLATION,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,ALGER 1 INC.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,5089Taxi
Taxi,1515,ACTIVE,TOYOTA,PRIUS,2015,WHITE,Hybrid,N,MAAZ TAXI INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,1515Taxi
Taxi,3010,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,GEM AND R CAB CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,3010Taxi
Taxi,5389,SURRENDER,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,BAZZI CAB COMPANY,2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner Manager,5389Taxi
Taxi,6706,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,WHATEVER CAB CO,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,6706Taxi
Taxi,5585,ACTIVE,TOYOTA,RAV4,2023,CREAM/GREEN,Gasoline,N,PETER K. OPPONG,6031 N. PAULINA ST.,CHICAGO,IL,60660,Checker Taxi Association Co.,Owner Manager,5585Taxi
